time	rss	swap	cpu	read	write
11/25/2020, 14:05:46	44.802048	0.0	99.8	0.0	0.0
11/25/2020, 14:05:47	151.236608	0.0	99.8	0.0	0.0
11/25/2020, 14:05:48	155.058176	0.0	99.8	0.0	0.0
11/25/2020, 14:05:50	163.774464	0.0	99.8	0.0	0.0
11/25/2020, 14:05:51	167.264256	0.0	109.8	0.0	0.0
11/25/2020, 14:05:52	171.04896	0.0	99.8	0.0	0.0
11/25/2020, 14:05:53	174.526464	0.0	99.8	0.0	0.0
11/25/2020, 14:05:54	178.028544	0.0	99.8	0.0	0.0
11/25/2020, 14:05:56	181.682176	0.0	99.8	0.0	0.0
11/25/2020, 14:05:57	185.1392	0.0	99.8	0.0	0.0
11/25/2020, 14:05:58	188.932096	0.0	99.8	0.0	0.0
11/25/2020, 14:05:59	202.665984	0.0	99.8	0.0	0.0
11/25/2020, 14:06:01	206.430208	0.0	99.8	0.0	0.0
11/25/2020, 14:06:02	209.915904	0.0	99.8	0.0	0.0
11/25/2020, 14:06:03	213.454848	0.0	99.8	0.0	0.0
11/25/2020, 14:06:04	216.96512	0.0	99.8	0.0	0.0
11/25/2020, 14:06:05	220.430336	0.0	99.8	0.0	0.0
11/25/2020, 14:06:07	223.92832	0.0	99.8	0.0	0.0
11/25/2020, 14:06:08	227.401728	0.0	99.8	0.0	0.0
11/25/2020, 14:06:09	230.928384	0.0	99.8	0.0	0.0
11/25/2020, 14:06:10	234.41408	0.0	99.8	0.0	0.0
11/25/2020, 14:06:12	238.10048	0.0	99.8	0.0	0.0
11/25/2020, 14:06:13	241.58208	0.0	99.8	0.0	0.0
11/25/2020, 14:06:14	245.035008	0.0	99.8	0.0	0.0
11/25/2020, 14:06:15	248.754176	0.0	99.8	0.0	0.0
11/25/2020, 14:06:16	252.256256	0.0	99.8	0.0	0.0
11/25/2020, 14:06:18	276.680704	0.0	89.8	0.0	0.0
11/25/2020, 14:06:19	280.18688	0.0	99.8	0.0	0.0
11/25/2020, 14:06:20	283.660288	0.0	99.8	0.0	0.0
11/25/2020, 14:06:21	287.25248	0.0	99.8	0.0	0.0
11/25/2020, 14:06:23	290.455552	0.0	99.8	0.0	0.0
11/25/2020, 14:06:24	294.014976	0.0	99.8	0.0	0.0
11/25/2020, 14:06:25	297.5744	0.0	99.8	0.0	0.0
11/25/2020, 14:06:26	301.264896	0.0	99.8	0.0	0.0
11/25/2020, 14:06:27	304.775168	0.0	99.8	0.0	0.0
11/25/2020, 14:06:29	308.59264	0.0	99.8	0.0	0.0
11/25/2020, 14:06:30	312.123392	0.0	99.8	0.0	0.0
11/25/2020, 14:06:31	315.580416	0.0	99.8	0.0	0.0
11/25/2020, 14:06:32	319.2832	0.0	99.8	0.0	0.0
11/25/2020, 14:06:34	322.441216	0.0	99.8	0.0	0.0
11/25/2020, 14:06:35	326.115328	0.0	99.8	0.0	0.0
11/25/2020, 14:06:36	329.547776	0.0	99.8	0.0	0.0
11/25/2020, 14:06:37	333.152256	0.0	99.8	0.0	0.0
11/25/2020, 14:06:38	336.592896	0.0	99.8	0.0	0.0
11/25/2020, 14:06:40	340.123648	0.0	99.8	0.0	0.0
11/25/2020, 14:06:41	343.621632	0.0	99.8	0.0	0.0
11/25/2020, 14:06:42	347.164672	0.0	99.8	0.0	0.0
11/25/2020, 14:06:43	350.96576	0.0	99.8	0.0	0.0
11/25/2020, 14:06:45	354.484224	0.0	99.8	0.0	0.0
11/25/2020, 14:06:46	358.100992	0.0	99.8	0.0	0.0
11/25/2020, 14:06:47	361.558016	0.0	99.8	0.0	0.0
11/25/2020, 14:06:48	364.675072	0.0	99.8	0.0	0.0
11/25/2020, 14:06:49	368.25088	0.0	99.8	0.0	0.0
11/25/2020, 14:06:51	372.047872	0.0	99.8	0.0	0.0
11/25/2020, 14:06:52	375.513088	0.0	99.8	0.0	0.0
11/25/2020, 14:06:53	379.174912	0.0	99.8	0.0	0.0
11/25/2020, 14:06:54	424.247296	0.0	109.8	0.0	0.0
11/25/2020, 14:06:56	427.945984	0.0	99.8	0.0	0.0
11/25/2020, 14:06:57	431.579136	0.0	99.8	0.0	0.0
11/25/2020, 14:06:58	435.048448	0.0	99.8	0.0	0.0
11/25/2020, 14:06:59	438.734848	0.0	99.8	0.0	0.0
11/25/2020, 14:07:00	442.171392	0.0	99.8	0.0	0.0
11/25/2020, 14:07:02	445.599744	0.0	99.8	0.0	0.0
11/25/2020, 14:07:03	449.110016	0.0	99.8	0.0	0.0
11/25/2020, 14:07:04	452.898816	0.0	99.8	0.0	0.0
11/25/2020, 14:07:05	456.351744	0.0	99.8	0.0	0.0
11/25/2020, 14:07:07	459.534336	0.0	99.8	0.0	0.0
11/25/2020, 14:07:08	463.065088	0.0	99.8	0.0	0.0
11/25/2020, 14:07:09	466.5344	0.0	99.8	0.0	0.0
11/25/2020, 14:07:10	470.003712	0.0	99.8	0.0	0.0
11/25/2020, 14:07:11	473.47712	0.0	99.8	0.0	0.0
11/25/2020, 14:07:13	476.745728	0.0	99.8	0.0	0.0
11/25/2020, 14:07:14	480.436224	0.0	99.8	0.0	0.0
11/25/2020, 14:07:15	483.856384	0.0	99.8	0.0	0.0
11/25/2020, 14:07:16	487.313408	0.0	99.8	0.0	0.0
11/25/2020, 14:07:18	491.040768	0.0	99.8	0.0	0.0
11/25/2020, 14:07:19	494.493696	0.0	99.8	0.0	0.0
11/25/2020, 14:07:20	497.95072	0.0	99.8	0.0	0.0
11/25/2020, 14:07:21	501.4528	0.0	99.8	0.0	0.0
11/25/2020, 14:07:23	504.877056	0.0	99.8	0.0	0.0
11/25/2020, 14:07:24	508.383232	0.0	99.8	0.0	0.0
11/25/2020, 14:07:25	511.819776	0.0	109.8	0.0	0.0
11/25/2020, 14:07:26	515.264512	0.0	99.8	0.0	0.0
11/25/2020, 14:07:27	519.02464	0.0	99.8	0.0	0.0
11/25/2020, 14:07:29	522.067968	0.0	99.8	0.0	0.0
11/25/2020, 14:07:30	525.602816	0.0	99.8	0.0	0.0
11/25/2020, 14:07:31	529.035264	0.0	99.8	0.0	0.0
11/25/2020, 14:07:32	532.484096	0.0	99.8	0.0	0.0
11/25/2020, 14:07:34	535.953408	0.0	99.8	0.0	0.0
11/25/2020, 14:07:35	539.516928	0.0	99.8	0.0	0.0
11/25/2020, 14:07:36	543.203328	0.0	99.8	0.0	0.0
11/25/2020, 14:07:37	546.65216	0.0	99.8	0.0	0.0
11/25/2020, 14:07:38	550.121472	0.0	99.8	0.0	0.0
11/25/2020, 14:07:40	553.32864	0.0	99.8	0.0	0.0
11/25/2020, 14:07:41	556.76928	0.0	99.8	0.0	0.0
11/25/2020, 14:07:42	560.201728	0.0	99.8	0.0	0.0
11/25/2020, 14:07:43	563.716096	0.0	99.8	0.0	0.0
11/25/2020, 14:07:45	566.890496	0.0	99.9	0.0	0.0
11/25/2020, 14:07:46	569.798656	0.0	99.8	0.0	0.0
11/25/2020, 14:07:47	571.920384	0.0	99.8	0.0	0.0
11/25/2020, 14:07:48	574.038016	0.0	99.8	0.0	0.0
11/25/2020, 14:07:50	577.478656	0.0	99.8	0.0	0.0
11/25/2020, 14:07:51	580.9152	0.0	99.8	0.0	0.0
11/25/2020, 14:07:52	583.548928	0.0	99.8	0.0	0.0
11/25/2020, 14:07:53	585.654272	0.0	99.8	0.0	0.0
11/25/2020, 14:07:54	589.082624	0.0	99.8	0.0	0.0
11/25/2020, 14:07:56	592.523264	0.0	99.8	0.0	0.0
11/25/2020, 14:07:57	595.460096	0.0	99.8	0.0	0.0
11/25/2020, 14:07:58	597.311488	0.0	99.8	0.0	0.0
11/25/2020, 14:07:59	600.727552	0.0	99.8	0.0	0.0
11/25/2020, 14:08:01	603.615232	0.0	99.8	0.0	0.0
11/25/2020, 14:08:02	606.80192	0.0	99.8	0.0	0.0
11/25/2020, 14:08:03	608.948224	0.0	99.7	0.0	0.0
11/25/2020, 14:08:04	611.856384	0.0	99.8	0.0	0.0
11/25/2020, 14:08:06	615.268352	0.0	99.8	0.0	0.0
11/25/2020, 14:08:07	618.962944	0.0	99.8	0.0	0.0
11/25/2020, 14:08:08	622.415872	0.0	99.8	0.0	0.0
11/25/2020, 14:08:09	625.840128	0.0	99.8	0.0	0.0
11/25/2020, 14:08:10	629.342208	0.0	99.8	0.0	0.0
11/25/2020, 14:08:12	716.136448	0.0	99.8	0.0	0.0
11/25/2020, 14:08:13	719.732736	0.0	99.7	0.0	0.0
11/25/2020, 14:08:14	723.185664	0.0	99.8	0.0	0.0
11/25/2020, 14:08:15	726.863872	0.0	99.8	0.0	0.0
11/25/2020, 14:08:17	730.333184	0.0	99.8	0.0	0.0
11/25/2020, 14:08:18	733.790208	0.0	99.8	0.0	0.0
11/25/2020, 14:08:19	737.222656	0.0	99.8	0.0	0.0
11/25/2020, 14:08:20	740.646912	0.0	99.8	0.0	0.0
11/25/2020, 14:08:22	744.337408	0.0	99.8	0.0	0.0
11/25/2020, 14:08:23	747.8272	0.0	99.8	0.0	0.0
11/25/2020, 14:08:24	751.251456	0.0	99.8	0.0	0.0
11/25/2020, 14:08:25	754.425856	0.0	99.8	0.0	0.0
11/25/2020, 14:08:27	758.124544	0.0	99.8	0.0	0.0
11/25/2020, 14:08:28	761.573376	0.0	99.8	0.0	0.0
11/25/2020, 14:08:29	765.046784	0.0	99.8	0.0	0.0
11/25/2020, 14:08:30	768.47104	0.0	99.8	0.0	0.0
11/25/2020, 14:08:31	771.944448	0.0	99.8	0.0	0.0
11/25/2020, 14:08:33	775.3728	0.0	99.8	0.0	0.0
11/25/2020, 14:08:34	778.79296	0.0	99.8	0.0	0.0
11/25/2020, 14:08:35	782.491648	0.0	99.8	0.0	0.0
11/25/2020, 14:08:36	785.936384	0.0	99.8	0.0	0.0
11/25/2020, 14:08:38	788.844544	0.0	99.8	0.0	0.0
11/25/2020, 14:08:39	792.281088	0.0	99.8	0.0	0.0
11/25/2020, 14:08:40	795.721728	0.0	99.8	0.0	0.0
11/25/2020, 14:08:41	799.412224	0.0	99.8	0.0	0.0
11/25/2020, 14:08:43	802.820096	0.0	99.8	0.0	0.0
11/25/2020, 14:08:44	806.268928	0.0	99.8	0.0	0.0
11/25/2020, 14:08:45	809.680896	0.0	99.8	0.0	0.0
11/25/2020, 14:08:46	813.125632	0.0	99.8	0.0	0.0
11/25/2020, 14:08:47	816.820224	0.0	99.8	0.0	0.0
11/25/2020, 14:08:49	820.260864	0.0	109.8	0.0	0.0
11/25/2020, 14:08:50	823.697408	0.0	99.8	0.0	0.0
11/25/2020, 14:08:51	827.43296	0.0	99.8	0.0	3.526656
11/25/2020, 14:08:52	875.7248	0.0	99.8	0.0	22.24128
11/25/2020, 14:08:54	930.955264	0.0	99.8	0.0	22.24128
11/25/2020, 14:08:55	950.82496	0.0	99.8	0.0	22.24128
11/25/2020, 14:08:56	950.82496	0.0	99.8	0.0	22.24128
11/25/2020, 14:08:58	955.420672	0.0	99.8	0.0	22.24128
11/25/2020, 14:08:59	955.420672	0.0	99.8	0.0	22.24128
11/25/2020, 14:09:00	951.599104	0.0	99.8	0.0	22.24128
11/25/2020, 14:09:02	951.599104	0.0	99.8	0.0	22.24128
11/25/2020, 14:09:03	285.057024	0.0	0.0	0.0	0.0
